dcls_month_x,fin_co_no,kor_co_nm,dcls_chrg_man,homp_url,cal_tel,dcls_month_y,area_cd,area_nm,exis_yn,region_code,region_name
202506,0010002,한국스탠다드차타드은행,"SC제일은행 고객센터
1588-1599",http://www.standardchartered.co.kr,15881599,202506,16,경남,Y,020000,은행
202506,0010002,한국스탠다드차타드은행,"SC제일은행 고객센터
1588-1599",http://www.standardchartered.co.kr,15881599,202506,17,제주,Y,020000,은행
202506,0010016,아이엠뱅크,"개인여신팀, 053-740-2378                            수신기획부, 053-740-2162",http://www.imbank.co.kr,15885050,202506,01,서울,Y,020000,은행
202506,0010016,아이엠뱅크,"개인여신팀, 053-740-2378                            수신기획부, 053-740-2162",http://www.imbank.co.kr,15885050,202506,02,부산,Y,020000,은행
202506,0010016,아이엠뱅크,"개인여신팀, 053-740-2378                            수신기획부, 053-740-2162",http://www.imbank.co.kr,15885050,202506,03,대구,Y,020000,은행
202506,0010016,아이엠뱅크,"개인여신팀, 053-740-2378                            수신기획부, 053-740-2162",http://www.imbank.co.kr,15885050,202506,04,인천,Y,020000,은행
202506,0010016,아이엠뱅크,"개인여신팀, 053-740-2378                            수신기획부, 053-740-2162",http://www.imbank.co.kr,15885050,202506,05,광주,N,020000,은행
202506,0010016,아이엠뱅크,"개인여신팀, 053-740-2378                            수신기획부, 053-740-2162",http://www.imbank.co.kr,15885050,202506,06,대전,Y,020000,은행
202506,0010016,아이엠뱅크,"개인여신팀, 053-740-2378                            수신기획부, 053-740-2162",http://www.imbank.co.kr,15885050,202506,07,울산,Y,020000,은행
202506,0010016,아이엠뱅크,"개인여신팀, 053-740-2378                            수신기획부, 053-740-2162",http://www.imbank.co.kr,15885050,202506,08,세종,N,020000,은행
202506,0010016,아이엠뱅크,"개인여신팀, 053-740-2378                            수신기획부, 053-740-2162",http://www.imbank.co.kr,15885050,202506,09,경기,Y,020000,은행
202506,0010016,아이엠뱅크,"개인여신팀, 053-740-2378                            수신기획부, 053-740-2162",http://www.imbank.co.kr,15885050,202506,10,강원,Y,020000,은행
202506,0010016,아이엠뱅크,"개인여신팀, 053-740-2378                            수신기획부, 053-740-2162",http://www.imbank.co.kr,15885050,202506,11,충북,N,020000,은행
202506,0010016,아이엠뱅크,"개인여신팀, 053-740-2378                            수신기획부, 053-740-2162",http://www.imbank.co.kr,15885050,202506,12,충남,Y,020000,은행
202506,0010016,아이엠뱅크,"개인여신팀, 053-740-2378                            수신기획부, 053-740-2162",http://www.imbank.co.kr,15885050,202506,13,전북,N,020000,은행
202506,0010016,아이엠뱅크,"개인여신팀, 053-740-2378                            수신기획부, 053-740-2162",http://www.imbank.co.kr,15885050,202506,14,전남,N,020000,은행
202506,0010016,아이엠뱅크,"개인여신팀, 053-740-2378                            수신기획부, 053-740-2162",http://www.imbank.co.kr,15885050,202506,15,경북,Y,020000,은행
202506,0010016,아이엠뱅크,"개인여신팀, 053-740-2378                            수신기획부, 053-740-2162",http://www.imbank.co.kr,15885050,202506,16,경남,Y,020000,은행
202506,0010016,아이엠뱅크,"개인여신팀, 053-740-2378                            수신기획부, 053-740-2162",http://www.imbank.co.kr,15885050,202506,17,제주,N,020000,은행
202506,0010017,부산은행,"(예금)수신고객부, 051-620-3339
(대출)여신고객부, 051-620-3423
실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의",http://www.busanbank.co.kr,15886200,202506,01,서울,Y,020000,은행
202506,0010017,부산은행,"(예금)수신고객부, 051-620-3339
(대출)여신고객부, 051-620-3423
실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의",http://www.busanbank.co.kr,15886200,202506,02,부산,Y,020000,은행
202506,0010017,부산은행,"(예금)수신고객부, 051-620-3339
(대출)여신고객부, 051-620-3423
실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의",http://www.busanbank.co.kr,15886200,202506,03,대구,Y,020000,은행
202506,0010017,부산은행,"(예금)수신고객부, 051-620-3339
(대출)여신고객부, 051-620-3423
실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의",http://www.busanbank.co.kr,15886200,202506,04,인천,Y,020000,은행
202506,0010017,부산은행,"(예금)수신고객부, 051-620-3339
(대출)여신고객부, 051-620-3423
실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의",http://www.busanbank.co.kr,15886200,202506,05,광주,N,020000,은행
202506,0010017,부산은행,"(예금)수신고객부, 051-620-3339
(대출)여신고객부, 051-620-3423
실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의",http://www.busanbank.co.kr,15886200,202506,06,대전,Y,020000,은행
202506,0010017,부산은행,"(예금)수신고객부, 051-620-3339
(대출)여신고객부, 051-620-3423
실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의",http://www.busanbank.co.kr,15886200,202506,07,울산,Y,020000,은행
202506,0010017,부산은행,"(예금)수신고객부, 051-620-3339
(대출)여신고객부, 051-620-3423
실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의",http://www.busanbank.co.kr,15886200,202506,08,세종,N,020000,은행
202506,0010017,부산은행,"(예금)수신고객부, 051-620-3339
(대출)여신고객부, 051-620-3423
실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의",http://www.busanbank.co.kr,15886200,202506,09,경기,Y,020000,은행
202506,0010017,부산은행,"(예금)수신고객부, 051-620-3339
(대출)여신고객부, 051-620-3423
실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의",http://www.busanbank.co.kr,15886200,202506,10,강원,N,020000,은행
202506,0010017,부산은행,"(예금)수신고객부, 051-620-3339
(대출)여신고객부, 051-620-3423
실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의",http://www.busanbank.co.kr,15886200,202506,11,충북,N,020000,은행
202506,0010017,부산은행,"(예금)수신고객부, 051-620-3339
(대출)여신고객부, 051-620-3423
실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의",http://www.busanbank.co.kr,15886200,202506,12,충남,N,020000,은행
202506,0010017,부산은행,"(예금)수신고객부, 051-620-3339
(대출)여신고객부, 051-620-3423
실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의",http://www.busanbank.co.kr,15886200,202506,13,전북,N,020000,은행
202506,0010017,부산은행,"(예금)수신고객부, 051-620-3339
(대출)여신고객부, 051-620-3423
실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의",http://www.busanbank.co.kr,15886200,202506,14,전남,N,020000,은행
202506,0010017,부산은행,"(예금)수신고객부, 051-620-3339
(대출)여신고객부, 051-620-3423
실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의",http://www.busanbank.co.kr,15886200,202506,15,경북,N,020000,은행
202506,0010017,부산은행,"(예금)수신고객부, 051-620-3339
(대출)여신고객부, 051-620-3423
실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의",http://www.busanbank.co.kr,15886200,202506,16,경남,Y,020000,은행
202506,0010017,부산은행,"(예금)수신고객부, 051-620-3339
(대출)여신고객부, 051-620-3423
실제 상담은 인근 영업점이나 당행 콜센터(1588-6200)로 문의",http://www.busanbank.co.kr,15886200,202506,17,제주,N,020000,은행
202506,0010019,광주은행,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의",http://www.kjbank.com,15883388,202506,01,서울,Y,020000,은행
202506,0010019,광주은행,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의",http://www.kjbank.com,15883388,202506,02,부산,N,020000,은행
202506,0010019,광주은행,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의",http://www.kjbank.com,15883388,202506,03,대구,N,020000,은행
202506,0010019,광주은행,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의",http://www.kjbank.com,15883388,202506,04,인천,Y,020000,은행
202506,0010019,광주은행,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의",http://www.kjbank.com,15883388,202506,05,광주,Y,020000,은행
202506,0010019,광주은행,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의",http://www.kjbank.com,15883388,202506,06,대전,N,020000,은행
202506,0010019,광주은행,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의",http://www.kjbank.com,15883388,202506,07,울산,N,020000,은행
202506,0010019,광주은행,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의",http://www.kjbank.com,15883388,202506,08,세종,N,020000,은행
202506,0010019,광주은행,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의",http://www.kjbank.com,15883388,202506,09,경기,Y,020000,은행
202506,0010019,광주은행,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의",http://www.kjbank.com,15883388,202506,10,강원,N,020000,은행
202506,0010019,광주은행,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의",http://www.kjbank.com,15883388,202506,11,충북,N,020000,은행
202506,0010019,광주은행,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의",http://www.kjbank.com,15883388,202506,12,충남,N,020000,은행
202506,0010019,광주은행,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의",http://www.kjbank.com,15883388,202506,13,전북,N,020000,은행
202506,0010019,광주은행,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의",http://www.kjbank.com,15883388,202506,14,전남,Y,020000,은행
202506,0010019,광주은행,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의",http://www.kjbank.com,15883388,202506,15,경북,N,020000,은행
202506,0010019,광주은행,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의",http://www.kjbank.com,15883388,202506,16,경남,N,020000,은행
202506,0010019,광주은행,"영업추진부 수신지원팀 062-239-5206          여신지원팀 062-239-6509
카드사업부 062-239-6107
*실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의",http://www.kjbank.com,15883388,202506,17,제주,N,020000,은행
202506,0010020,제주은행,"상품솔루션부, 064-720-0166",https://www.jejubank.co.kr/hmpg/main.do,15880079,202506,01,서울,Y,020000,은행
202506,0010020,제주은행,"상품솔루션부, 064-720-0166",https://www.jejubank.co.kr/hmpg/main.do,15880079,202506,02,부산,Y,020000,은행
202506,0010020,제주은행,"상품솔루션부, 064-720-0166",https://www.jejubank.co.kr/hmpg/main.do,15880079,202506,03,대구,N,020000,은행
202506,0010020,제주은행,"상품솔루션부, 064-720-0166",https://www.jejubank.co.kr/hmpg/main.do,15880079,202506,04,인천,N,020000,은행
202506,0010020,제주은행,"상품솔루션부, 064-720-0166",https://www.jejubank.co.kr/hmpg/main.do,15880079,202506,05,광주,N,020000,은행
202506,0010020,제주은행,"상품솔루션부, 064-720-0166",https://www.jejubank.co.kr/hmpg/main.do,15880079,202506,06,대전,N,020000,은행
202506,0010020,제주은행,"상품솔루션부, 064-720-0166",https://www.jejubank.co.kr/hmpg/main.do,15880079,202506,07,울산,N,020000,은행
202506,0010020,제주은행,"상품솔루션부, 064-720-0166",https://www.jejubank.co.kr/hmpg/main.do,15880079,202506,08,세종,N,020000,은행
202506,0010020,제주은행,"상품솔루션부, 064-720-0166",https://www.jejubank.co.kr/hmpg/main.do,15880079,202506,09,경기,N,020000,은행
202506,0010020,제주은행,"상품솔루션부, 064-720-0166",https://www.jejubank.co.kr/hmpg/main.do,15880079,202506,10,강원,N,020000,은행
202506,0010020,제주은행,"상품솔루션부, 064-720-0166",https://www.jejubank.co.kr/hmpg/main.do,15880079,202506,11,충북,N,020000,은행
202506,0010020,제주은행,"상품솔루션부, 064-720-0166",https://www.jejubank.co.kr/hmpg/main.do,15880079,202506,12,충남,N,020000,은행
202506,0010020,제주은행,"상품솔루션부, 064-720-0166",https://www.jejubank.co.kr/hmpg/main.do,15880079,202506,13,전북,N,020000,은행
202506,0010020,제주은행,"상품솔루션부, 064-720-0166",https://www.jejubank.co.kr/hmpg/main.do,15880079,202506,14,전남,N,020000,은행
202506,0010020,제주은행,"상품솔루션부, 064-720-0166",https://www.jejubank.co.kr/hmpg/main.do,15880079,202506,15,경북,N,020000,은행
202506,0010020,제주은행,"상품솔루션부, 064-720-0166",https://www.jejubank.co.kr/hmpg/main.do,15880079,202506,16,경남,N,020000,은행
202506,0010020,제주은행,"상품솔루션부, 064-720-0166",https://www.jejubank.co.kr/hmpg/main.do,15880079,202506,17,제주,Y,020000,은행
202506,0010022,전북은행,"수신추진부,
063-250-7469
여신기획부,
063-250-7370
* 실제 상담은 인근 영업점이나 당행 콜센터(1588-4477)로 문의",https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,202506,01,서울,Y,020000,은행
202506,0010022,전북은행,"수신추진부,
063-250-7469
여신기획부,
063-250-7370
* 실제 상담은 인근 영업점이나 당행 콜센터(1588-4477)로 문의",https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,202506,02,부산,N,020000,은행
202506,0010022,전북은행,"수신추진부,
063-250-7469
여신기획부,
063-250-7370
* 실제 상담은 인근 영업점이나 당행 콜센터(1588-4477)로 문의",https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,202506,03,대구,Y,020000,은행
202506,0010022,전북은행,"수신추진부,
063-250-7469
여신기획부,
063-250-7370
* 실제 상담은 인근 영업점이나 당행 콜센터(1588-4477)로 문의",https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,202506,04,인천,Y,020000,은행
202506,0010022,전북은행,"수신추진부,
063-250-7469
여신기획부,
063-250-7370
* 실제 상담은 인근 영업점이나 당행 콜센터(1588-4477)로 문의",https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,202506,05,광주,N,020000,은행
202506,0010022,전북은행,"수신추진부,
063-250-7469
여신기획부,
063-250-7370
* 실제 상담은 인근 영업점이나 당행 콜센터(1588-4477)로 문의",https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,202506,06,대전,Y,020000,은행
202506,0010022,전북은행,"수신추진부,
063-250-7469
여신기획부,
063-250-7370
* 실제 상담은 인근 영업점이나 당행 콜센터(1588-4477)로 문의",https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,202506,07,울산,N,020000,은행
202506,0010022,전북은행,"수신추진부,
063-250-7469
여신기획부,
063-250-7370
* 실제 상담은 인근 영업점이나 당행 콜센터(1588-4477)로 문의",https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,202506,08,세종,Y,020000,은행
202506,0010022,전북은행,"수신추진부,
063-250-7469
여신기획부,
063-250-7370
* 실제 상담은 인근 영업점이나 당행 콜센터(1588-4477)로 문의",https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,202506,09,경기,Y,020000,은행
202506,0010022,전북은행,"수신추진부,
063-250-7469
여신기획부,
063-250-7370
* 실제 상담은 인근 영업점이나 당행 콜센터(1588-4477)로 문의",https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,202506,10,강원,N,020000,은행
202506,0010022,전북은행,"수신추진부,
063-250-7469
여신기획부,
063-250-7370
* 실제 상담은 인근 영업점이나 당행 콜센터(1588-4477)로 문의",https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,202506,11,충북,N,020000,은행
202506,0010022,전북은행,"수신추진부,
063-250-7469
여신기획부,
063-250-7370
* 실제 상담은 인근 영업점이나 당행 콜센터(1588-4477)로 문의",https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,202506,12,충남,N,020000,은행
202506,0010022,전북은행,"수신추진부,
063-250-7469
여신기획부,
063-250-7370
* 실제 상담은 인근 영업점이나 당행 콜센터(1588-4477)로 문의",https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,202506,13,전북,Y,020000,은행
202506,0010022,전북은행,"수신추진부,
063-250-7469
여신기획부,
063-250-7370
* 실제 상담은 인근 영업점이나 당행 콜센터(1588-4477)로 문의",https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,202506,14,전남,N,020000,은행
202506,0010022,전북은행,"수신추진부,
063-250-7469
여신기획부,
063-250-7370
* 실제 상담은 인근 영업점이나 당행 콜센터(1588-4477)로 문의",https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,202506,15,경북,N,020000,은행
202506,0010022,전북은행,"수신추진부,
063-250-7469
여신기획부,
063-250-7370
* 실제 상담은 인근 영업점이나 당행 콜센터(1588-4477)로 문의",https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,202506,16,경남,N,020000,은행
202506,0010022,전북은행,"수신추진부,
063-250-7469
여신기획부,
063-250-7370
* 실제 상담은 인근 영업점이나 당행 콜센터(1588-4477)로 문의",https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,202506,17,제주,N,020000,은행
202506,0010024,경남은행,"비대면고객부(대출문의),055-290-8743
개인고객부(예·적금상품),1600-8585",https://www.knbank.co.kr/ib20/mnu/FPMDPT020000000,16008585,202506,01,서울,Y,020000,은행
202506,0010024,경남은행,"비대면고객부(대출문의),055-290-8743
개인고객부(예·적금상품),1600-8585",https://www.knbank.co.kr/ib20/mnu/FPMDPT020000000,16008585,202506,02,부산,Y,020000,은행
202506,0010024,경남은행,"비대면고객부(대출문의),055-290-8743
개인고객부(예·적금상품),1600-8585",https://www.knbank.co.kr/ib20/mnu/FPMDPT020000000,16008585,202506,03,대구,Y,020000,은행
202506,0010024,경남은행,"비대면고객부(대출문의),055-290-8743
개인고객부(예·적금상품),1600-8585",https://www.knbank.co.kr/ib20/mnu/FPMDPT020000000,16008585,202506,04,인천,Y,020000,은행
202506,0010024,경남은행,"비대면고객부(대출문의),055-290-8743
개인고객부(예·적금상품),1600-8585",https://www.knbank.co.kr/ib20/mnu/FPMDPT020000000,16008585,202506,05,광주,N,020000,은행
202506,0010024,경남은행,"비대면고객부(대출문의),055-290-8743
개인고객부(예·적금상품),1600-8585",https://www.knbank.co.kr/ib20/mnu/FPMDPT020000000,16008585,202506,06,대전,N,020000,은행
202506,0010024,경남은행,"비대면고객부(대출문의),055-290-8743
개인고객부(예·적금상품),1600-8585",https://www.knbank.co.kr/ib20/mnu/FPMDPT020000000,16008585,202506,07,울산,Y,020000,은행
202506,0010024,경남은행,"비대면고객부(대출문의),055-290-8743
개인고객부(예·적금상품),1600-8585",https://www.knbank.co.kr/ib20/mnu/FPMDPT020000000,16008585,202506,08,세종,N,020000,은행
202506,0010024,경남은행,"비대면고객부(대출문의),055-290-8743
개인고객부(예·적금상품),1600-8585",https://www.knbank.co.kr/ib20/mnu/FPMDPT020000000,16008585,202506,09,경기,Y,020000,은행
202506,0010024,경남은행,"비대면고객부(대출문의),055-290-8743
개인고객부(예·적금상품),1600-8585",https://www.knbank.co.kr/ib20/mnu/FPMDPT020000000,16008585,202506,10,강원,N,020000,은행
202506,0010024,경남은행,"비대면고객부(대출문의),055-290-8743
개인고객부(예·적금상품),1600-8585",https://www.knbank.co.kr/ib20/mnu/FPMDPT020000000,16008585,202506,11,충북,N,020000,은행
202506,0010024,경남은행,"비대면고객부(대출문의),055-290-8743
개인고객부(예·적금상품),1600-8585",https://www.knbank.co.kr/ib20/mnu/FPMDPT020000000,16008585,202506,12,충남,N,020000,은행
202506,0010024,경남은행,"비대면고객부(대출문의),055-290-8743
개인고객부(예·적금상품),1600-8585",https://www.knbank.co.kr/ib20/mnu/FPMDPT020000000,16008585,202506,13,전북,N,020000,은행
202506,0010024,경남은행,"비대면고객부(대출문의),055-290-8743
개인고객부(예·적금상품),1600-8585",https://www.knbank.co.kr/ib20/mnu/FPMDPT020000000,16008585,202506,14,전남,N,020000,은행
202506,0010024,경남은행,"비대면고객부(대출문의),055-290-8743
개인고객부(예·적금상품),1600-8585",https://www.knbank.co.kr/ib20/mnu/FPMDPT020000000,16008585,202506,15,경북,Y,020000,은행
202506,0010024,경남은행,"비대면고객부(대출문의),055-290-8743
개인고객부(예·적금상품),1600-8585",https://www.knbank.co.kr/ib20/mnu/FPMDPT020000000,16008585,202506,16,경남,Y,020000,은행
202506,0010024,경남은행,"비대면고객부(대출문의),055-290-8743
개인고객부(예·적금상품),1600-8585",https://www.knbank.co.kr/ib20/mnu/FPMDPT020000000,16008585,202506,17,제주,N,020000,은행
202506,0010026,중소기업은행,고객 문의 1566-2566,http://www.ibk.co.kr,15662566,202506,01,서울,Y,020000,은행
202506,0010026,중소기업은행,고객 문의 1566-2566,http://www.ibk.co.kr,15662566,202506,02,부산,Y,020000,은행
202506,0010026,중소기업은행,고객 문의 1566-2566,http://www.ibk.co.kr,15662566,202506,03,대구,Y,020000,은행
202506,0010026,중소기업은행,고객 문의 1566-2566,http://www.ibk.co.kr,15662566,202506,04,인천,Y,020000,은행
202506,0010026,중소기업은행,고객 문의 1566-2566,http://www.ibk.co.kr,15662566,202506,05,광주,Y,020000,은행
202506,0010026,중소기업은행,고객 문의 1566-2566,http://www.ibk.co.kr,15662566,202506,06,대전,Y,020000,은행
